customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,sessions_30d,campaign_clicks_30d
CUST00150,Loyal Customer,45,2,1008.65,0,0.0,6,2
CUST00151,Champion,62,3,2844.17,0,0.0,7,0
CUST00152,Champion,46,3,2730.26,3,0.0,19,3
CUST00153,Discount Sensitive,3,1,977.12,0,0.0,6,0
CUST00154,Champion,10,4,3935.38,0,0.0,8,0
CUST00155,Champion,2,3,2024.8,0,0.0,6,0
CUST00156,High Value Unhappy,34,2,4241.75,1,0.5,14,0
CUST00157,Dormant,0,1,376.83,0,0.0,3,1
CUST00158,At Risk,155,1,812.34,0,0.0,8,1
CUST00159,At Risk,474,0,0.0,0,0.0,0,0
CUST00160,At Risk,177,1,433.18,0,0.0,4,0
CUST00161,Champion,20,3,1738.05,0,0.0,7,1
CUST00162,Dormant,91,2,1194.59,0,0.0,2,0
CUST00163,Discount Sensitive,70,1,275.41,0,0.0,3,2
CUST00164,At Risk,222,0,0.0,0,0.0,1,0
CUST00165,Loyal Customer,103,3,1825.77,0,0.0,2,0
CUST00166,Loyal Customer,15,1,1269.41,1,0.0,1,0
CUST00167,At Risk,219,0,0.0,0,0.0,0,1
CUST00168,Loyal Customer,85,2,2194.93,0,0.0,2,0
CUST00169,At Risk,222,0,0.0,0,0.0,1,0
CUST00170,Loyal Customer,9,2,1708.22,0,0.0,5,0
CUST00171,Discount Sensitive,12,1,1077.78,0,0.0,9,0
CUST00172,Loyal Customer,8,1,1366.0,1,0.0,5,2
CUST00173,Dormant,79,1,225.12,0,0.0,10,0
CUST00174,Discount Sensitive,86,1,168.97,0,0.0,14,0
CUST00175,Loyal Customer,59,2,1378.77,0,0.0,5,0
CUST00176,Champion,37,3,3830.31,0,0.0,12,0
CUST00177,Discount Sensitive,82,1,255.04,0,0.0,12,0
CUST00178,Loyal Customer,5,2,1583.88,2,1.0,10,0
CUST00179,Champion,38,3,1585.62,2,0.0,11,2
CUST00180,Dormant,96,2,1570.85,0,0.5,9,0
CUST00181,Dormant,6,1,1107.73,0,0.0,7,1
CUST00182,Dormant,31,1,305.3,0,0.0,12,0
CUST00183,At Risk,152,1,1689.98,0,0.0,1,1
CUST00184,Champion,14,3,2456.91,0,0.0,6,0
CUST00185,Dormant,114,2,866.52,0,0.0,11,1
CUST00186,Dormant,41,1,714.65,1,0.0,2,0
CUST00187,Discount Sensitive,149,1,491.11,0,0.0,0,1
CUST00188,High Value Unhappy,29,2,1880.31,1,0.0,11,0
CUST00189,At Risk,140,1,574.39,0,0.0,10,0
CUST00190,Dormant,6,1,482.88,1,0.0,6,0
CUST00191,Discount Sensitive,28,1,149.0,0,0.0,6,0
CUST00192,Champion,55,3,2263.95,0,0.0,8,1
CUST00193,At Risk,157,1,424.74,0,0.0,3,2
CUST00194,Champion,80,3,2967.67,1,0.333,13,3
CUST00195,Dormant,23,1,654.27,1,0.0,5,0
CUST00196,Loyal Customer,24,2,1272.38,1,0.0,1,0
CUST00197,Champion,15,2,2989.16,1,0.0,11,0
CUST00198,Loyal Customer,37,4,4324.83,0,0.0,1,1
CUST00199,High Value Unhappy,6,4,3273.56,1,0.0,3,0
CUST00200,Champion,15,3,3726.66,0,0.0,7,4
CUST00201,Dormant,93,1,598.21,1,0.0,3,0
CUST00202,At Risk,141,1,1220.26,0,0.0,9,1
CUST00203,Discount Sensitive,114,2,743.35,0,0.0,6,0
CUST00204,Dormant,42,1,519.21,0,0.0,17,0
CUST00205,Champion,30,3,1548.05,0,0.0,13,0
CUST00206,Discount Sensitive,118,2,831.29,0,0.0,7,2
CUST00207,Discount Sensitive,18,1,193.1,0,0.0,11,2
CUST00208,High Value Unhappy,91,4,3282.3,1,0.0,2,1
CUST00209,At Risk,279,0,0.0,0,0.0,3,0
CUST00210,Discount Sensitive,128,1,409.67,0,0.0,3,0
CUST00211,Loyal Customer,90,2,3032.55,0,0.0,4,0
CUST00212,At Risk,204,0,0.0,0,0.0,3,1
CUST00213,Dormant,86,1,1266.34,1,1.0,2,0
CUST00214,Dormant,64,1,1427.16,0,0.0,3,0
CUST00215,Dormant,34,1,646.51,0,0.0,8,2
CUST00216,Dormant,48,1,1349.42,1,1.0,7,0
CUST00217,Discount Sensitive,79,2,861.18,0,0.0,2,0
CUST00218,Dormant,23,1,713.95,0,0.0,1,0
CUST00219,Discount Sensitive,154,2,1225.24,0,0.0,3,1
CUST00220,Loyal Customer,25,2,745.67,1,0.0,14,2
CUST00221,Loyal Customer,7,2,781.03,0,0.0,16,2
CUST00222,At Risk,186,0,0.0,0,0.0,1,0
CUST00223,Discount Sensitive,103,1,757.58,0,0.0,1,0
CUST00224,Discount Sensitive,89,1,747.2,0,0.0,1,1
CUST00225,Loyal Customer,88,2,2563.85,0,0.0,3,0
CUST00226,Champion,54,3,2345.42,1,0.333,6,0
CUST00227,Discount Sensitive,153,1,1070.42,0,0.0,0,0
CUST00228,Loyal Customer,82,3,1343.2,0,0.0,6,2
CUST00229,Dormant,92,1,558.95,0,0.0,8,0
CUST00230,Champion,37,6,6235.96,0,0.0,17,1
CUST00231,Dormant,23,1,397.92,0,0.0,6,0
CUST00232,Dormant,55,1,786.26,0,0.0,2,0
CUST00233,At Risk,361,0,0.0,0,0.0,5,1
CUST00234,Loyal Customer,17,2,1421.1,0,0.0,6,0
CUST00235,Discount Sensitive,125,1,556.26,0,0.0,2,0
CUST00236,Discount Sensitive,62,1,782.89,1,0.0,8,0
CUST00237,Champion,15,4,3607.29,0,0.0,8,1
CUST00238,Dormant,78,1,643.9,1,0.0,1,0
CUST00239,At Risk,320,0,0.0,0,0.0,4,0
CUST00240,High Value Unhappy,56,2,2277.31,1,0.0,4,0
CUST00241,Champion,6,2,2710.93,0,0.0,12,1
CUST00242,Champion,82,3,2195.42,0,0.0,11,5
CUST00243,Discount Sensitive,69,1,444.6,1,1.0,3,0
CUST00244,Loyal Customer,144,2,2449.86,0,0.0,1,0
CUST00245,Loyal Customer,73,2,1245.78,0,0.0,6,4
CUST00246,Dormant,52,2,852.1,1,0.0,6,1
CUST00247,Discount Sensitive,57,2,937.32,0,0.0,5,2
CUST00248,Loyal Customer,71,3,1182.12,0,0.0,2,0
CUST00249,Discount Sensitive,162,1,244.33,0,0.0,5,1
CUST00250,Dormant,35,1,837.19,0,0.0,6,0
CUST00251,Discount Sensitive,41,1,966.73,1,1.0,14,0
CUST00252,At Risk,190,0,0.0,0,0.0,4,2
CUST00253,At Risk,191,0,0.0,0,0.0,3,1
CUST00254,At Risk,183,0,0.0,0,0.0,4,1
CUST00255,Champion,22,4,2792.14,1,0.25,10,1
CUST00256,At Risk,181,0,0.0,0,0.0,1,0
CUST00257,Dormant,55,2,1042.47,0,0.0,7,0
CUST00258,Champion,42,3,2284.5,0,0.0,7,0
CUST00259,At Risk,192,0,0.0,0,0.0,0,0
CUST00260,Loyal Customer,2,2,1820.81,0,0.0,7,0
CUST00261,Discount Sensitive,51,1,350.44,0,0.0,0,0
CUST00262,Loyal Customer,9,2,1318.44,0,0.0,5,0
CUST00263,Champion,25,3,1618.39,2,0.667,15,2
CUST00264,Dormant,31,2,671.1,1,0.0,7,1
CUST00265,Discount Sensitive,77,1,510.24,0,0.0,7,0
CUST00266,Loyal Customer,158,2,2193.55,0,0.5,1,0
CUST00267,Discount Sensitive,29,1,441.97,1,0.0,8,0
CUST00268,Champion,9,2,1517.09,1,0.0,6,1
CUST00269,Champion,30,3,2563.93,0,0.0,11,1
CUST00270,Loyal Customer,75,2,968.72,0,0.0,8,2
CUST00271,Loyal Customer,32,2,1421.17,0,0.0,1,0
CUST00272,Champion,12,5,3882.03,0,0.0,7,0
CUST00273,Champion,13,5,4433.41,0,0.0,7,1
CUST00274,Discount Sensitive,71,1,695.0,0,0.0,1,0
CUST00275,At Risk,241,0,0.0,0,0.0,5,1
CUST00276,Loyal Customer,47,2,3495.3,0,0.0,9,1
CUST00277,Dormant,2,1,304.61,0,0.0,2,0
CUST00278,Dormant,69,1,339.56,1,0.0,7,0
CUST00279,Champion,12,3,2035.77,0,0.0,9,2
CUST00280,Champion,10,2,1858.49,0,0.0,6,0
CUST00281,Loyal Customer,35,2,1161.06,0,0.0,3,0
CUST00282,At Risk,296,0,0.0,0,0.0,1,0
CUST00283,Champion,18,3,2546.58,1,0.0,8,0
CUST00284,At Risk,291,0,0.0,0,0.0,1,1
CUST00285,Loyal Customer,13,2,1070.21,0,0.0,10,0
CUST00286,At Risk,369,0,0.0,0,0.0,1,1
CUST00287,Loyal Customer,69,2,2536.41,0,0.0,8,1
CUST00288,Dormant,110,2,1096.1,0,0.0,1,0
CUST00289,Loyal Customer,5,2,811.06,0,0.0,5,0
CUST00290,Discount Sensitive,9,1,251.16,1,0.0,6,0
CUST00291,High Value Unhappy,58,1,1708.29,1,0.0,4,1
CUST00292,Dormant,43,1,657.91,1,1.0,6,2
CUST00293,At Risk,230,0,0.0,0,0.0,3,0
CUST00294,Dormant,102,1,1714.42,0,0.0,15,6
CUST00295,Discount Sensitive,16,1,556.31,0,0.0,2,0
CUST00296,At Risk,132,1,560.55,0,0.0,2,0
CUST00297,At Risk,154,1,1130.29,0,0.0,13,2
CUST00298,At Risk,201,0,0.0,0,0.0,6,2
CUST00299,At Risk,343,0,0.0,0,0.0,0,0
CUST00300,Discount Sensitive,5,1,459.9,0,0.0,5,0
CUST00301,Champion,9,2,1279.6,1,0.0,7,0
CUST00302,Discount Sensitive,148,2,1740.35,0,0.5,4,2
CUST00303,Loyal Customer,48,2,1965.56,0,0.0,6,1
CUST00304,Loyal Customer,87,2,1687.98,0,0.0,4,3
CUST00305,At Risk,166,1,531.59,0,0.0,6,0
CUST00306,High Value Unhappy,19,3,2579.16,1,0.0,2,2
CUST00307,Discount Sensitive,32,1,307.42,1,1.0,0,0
CUST00308,Loyal Customer,66,2,1535.15,0,0.0,7,1
CUST00309,Discount Sensitive,8,1,1014.02,0,0.0,13,1
CUST00310,Dormant,22,1,578.27,1,1.0,5,0
CUST00311,Dormant,48,1,1336.82,0,0.0,4,0
CUST00312,Dormant,64,1,486.27,0,0.0,9,0
CUST00313,At Risk,162,1,769.77,0,0.0,16,0
CUST00314,Dormant,16,1,560.98,0,0.0,0,0
CUST00315,Champion,17,6,6768.08,0,0.0,11,4
CUST00316,Dormant,97,2,1079.82,0,0.5,1,2
CUST00317,Dormant,100,1,1353.24,0,0.0,8,0
CUST00318,Loyal Customer,47,2,1908.68,0,0.0,2,0
CUST00319,At Risk,147,1,460.74,0,0.0,0,0
CUST00320,Champion,25,3,1395.26,0,0.0,10,1
CUST00321,Dormant,116,2,1114.17,0,0.0,1,2
CUST00322,Champion,4,5,3351.86,0,0.0,5,0
CUST00323,Champion,5,2,2509.86,0,0.0,6,0
CUST00324,At Risk,274,0,0.0,0,0.0,0,0
CUST00325,Champion,44,3,3542.89,0,0.0,6,1
CUST00326,Dormant,124,1,471.14,0,0.0,7,3
CUST00327,Discount Sensitive,2,1,367.29,0,0.0,7,1
CUST00328,At Risk,322,0,0.0,0,0.0,2,0
CUST00329,Dormant,1,1,299.28,0,0.0,1,0
CUST00330,Loyal Customer,74,3,1307.8,1,0.0,1,0
CUST00331,Discount Sensitive,151,1,505.92,0,0.0,1,0
CUST00332,High Value Unhappy,24,2,2059.8,2,0.5,0,0
CUST00333,Dormant,75,1,870.15,0,0.0,3,0
CUST00334,Dormant,85,1,731.49,1,1.0,2,0
CUST00335,Discount Sensitive,148,2,1328.14,0,0.0,7,1
CUST00336,Loyal Customer,29,2,1156.25,0,0.0,5,0
CUST00337,High Value Unhappy,7,2,1887.73,1,0.0,2,0
CUST00338,Dormant,12,1,887.38,1,1.0,6,0
CUST00339,Dormant,92,1,465.18,0,0.0,13,0
CUST00340,Champion,46,3,1900.4,0,0.333,8,1
CUST00341,Discount Sensitive,19,1,790.16,0,0.0,11,0
CUST00342,Champion,1,2,2309.31,1,0.0,9,0
CUST00343,Dormant,94,1,410.91,0,0.0,7,1
CUST00344,At Risk,189,0,0.0,0,0.0,5,0
CUST00345,Champion,3,3,3946.38,0,0.0,15,0
CUST00346,Discount Sensitive,72,1,494.2,0,0.0,13,1
CUST00347,At Risk,184,0,0.0,0,0.0,8,1
CUST00348,Champion,1,3,2509.74,0,0.0,14,2
CUST00349,Loyal Customer,74,3,2183.21,0,0.0,2,0
CUST00350,Dormant,41,1,537.51,0,0.0,18,0
CUST00351,High Value Unhappy,9,3,2713.22,1,0.333,4,0
CUST00352,Dormant,27,1,1000.77,0,0.0,13,1
CUST00353,Dormant,118,2,753.92,0,0.0,4,1
CUST00354,Loyal Customer,36,2,1158.36,0,0.0,4,1
CUST00355,At Risk,171,1,715.18,0,0.0,4,2
CUST00356,Champion,7,4,2192.57,0,0.0,10,1
CUST00357,Dormant,42,1,513.15,1,0.0,9,1
CUST00358,Loyal Customer,101,2,1523.36,0,0.0,4,0
CUST00359,Loyal Customer,3,3,2276.09,0,0.0,0,0
CUST00360,Loyal Customer,2,1,1731.67,0,0.0,1,0
CUST00361,At Risk,169,1,361.04,0,1.0,3,1
CUST00362,Champion,23,3,1795.3,0,0.0,12,0
CUST00363,Dormant,27,1,413.99,1,0.0,2,0
CUST00364,At Risk,359,0,0.0,0,0.0,0,0
CUST00365,At Risk,158,1,1015.06,0,0.0,7,0
CUST00366,Loyal Customer,92,2,3930.92,0,0.0,2,0
CUST00367,At Risk,212,0,0.0,0,0.0,1,1
CUST00368,Dormant,55,1,348.81,1,1.0,7,0
CUST00369,Dormant,71,1,910.05,0,0.0,7,1
CUST00370,Discount Sensitive,172,1,452.14,0,0.0,8,1
CUST00371,Dormant,124,1,912.11,0,0.0,4,0
CUST00372,Discount Sensitive,56,1,431.11,1,0.0,2,0
CUST00373,Loyal Customer,73,2,1612.89,0,0.0,9,1
CUST00374,At Risk,219,0,0.0,0,0.0,0,3
CUST00375,Loyal Customer,85,2,812.45,1,0.0,2,0
CUST00376,Loyal Customer,45,2,1345.22,0,0.0,5,0
CUST00377,Loyal Customer,80,3,1386.54,0,0.0,10,0
CUST00378,Dormant,99,1,1622.32,0,0.0,4,0
CUST00379,Dormant,75,1,538.25,0,0.0,2,0
CUST00380,Champion,39,3,1274.45,0,0.0,8,0
CUST00381,At Risk,182,0,0.0,0,0.0,2,0
CUST00382,Loyal Customer,45,2,766.55,0,0.0,6,0
CUST00383,Champion,8,5,2977.28,1,0.2,14,1
CUST00384,Dormant,26,1,470.31,0,0.0,0,0
CUST00385,Loyal Customer,63,3,1877.75,0,0.0,6,1
CUST00386,Champion,0,2,1407.41,0,0.0,13,2
CUST00387,Dormant,40,1,721.21,0,0.0,1,0
CUST00388,Discount Sensitive,37,1,528.39,0,0.0,6,3
CUST00389,Champion,14,5,3373.19,1,0.0,11,2
CUST00390,Loyal Customer,54,2,1639.43,1,0.0,4,1
CUST00391,Loyal Customer,1,2,2384.79,0,0.0,4,0
CUST00392,Discount Sensitive,133,1,716.98,0,0.0,4,1
CUST00393,Champion,12,2,2231.04,1,0.0,5,1
CUST00394,Dormant,1,1,404.19,1,0.0,12,0
CUST00395,Discount Sensitive,35,1,633.86,0,0.0,12,0
CUST00396,Champion,10,5,3031.78,1,0.0,10,2
CUST00397,Dormant,79,1,1203.27,1,0.0,3,2
CUST00398,Champion,8,3,2505.73,1,0.0,11,0
CUST00399,At Risk,262,0,0.0,0,0.0,3,0
CUST00400,Discount Sensitive,44,1,402.05,0,0.0,9,0
CUST00401,Dormant,66,1,568.99,1,0.0,2,0
CUST00402,At Risk,132,1,192.19,0,0.0,1,1
CUST00403,Champion,21,2,2029.32,0,0.0,15,1
CUST00404,At Risk,193,0,0.0,0,0.0,1,1
CUST00405,Discount Sensitive,2,1,282.03,1,1.0,4,0
CUST00406,Champion,10,3,997.27,1,0.0,10,0
CUST00407,Loyal Customer,18,1,1569.01,0,0.0,0,0
CUST00408,Dormant,40,1,729.14,0,0.0,0,1
CUST00409,Loyal Customer,58,3,1404.08,1,0.333,11,1
CUST00410,Champion,1,2,1365.22,1,0.0,16,0
CUST00411,At Risk,253,0,0.0,0,0.0,1,0
CUST00412,At Risk,529,0,0.0,0,0.0,0,0
CUST00413,Discount Sensitive,26,1,220.96,1,0.0,16,0
CUST00414,Dormant,3,1,311.44,1,1.0,5,1
CUST00415,Dormant,120,1,1236.13,0,0.0,1,2
CUST00416,Loyal Customer,28,2,1020.28,1,0.0,4,0
CUST00417,At Risk,151,1,611.96,0,0.0,0,1
CUST00418,Champion,5,2,1919.75,1,0.0,8,2
CUST00419,Loyal Customer,98,2,1795.1,0,0.0,12,1
CUST00420,Loyal Customer,18,1,1380.99,0,0.0,14,0
CUST00421,Loyal Customer,0,1,1547.12,0,0.0,4,0
CUST00422,Dormant,125,1,664.17,0,0.0,7,0
CUST00423,Loyal Customer,135,2,1922.89,0,0.0,1,0
CUST00424,Dormant,113,1,625.54,0,0.0,5,1
CUST00425,Loyal Customer,113,2,1502.44,0,0.0,12,2
CUST00426,Discount Sensitive,77,1,718.2,0,0.0,8,0
CUST00427,Loyal Customer,1,2,331.53,1,0.5,4,0
CUST00428,Loyal Customer,74,2,810.98,0,0.0,1,0
CUST00429,Dormant,6,1,432.48,1,0.0,13,2
CUST00430,Loyal Customer,22,3,2369.81,0,0.0,0,0
CUST00431,Discount Sensitive,154,2,903.65,0,0.0,1,1
CUST00432,Loyal Customer,112,2,2306.14,0,0.0,9,0
CUST00433,Loyal Customer,36,2,1032.26,1,0.0,10,0
CUST00434,At Risk,293,0,0.0,0,0.0,2,1
CUST00435,At Risk,200,0,0.0,0,0.0,1,1
CUST00436,Loyal Customer,49,3,2100.42,0,0.0,2,0
CUST00437,At Risk,151,1,729.22,0,0.0,0,0
CUST00438,Champion,64,3,2466.39,2,1.0,6,2
CUST00439,Discount Sensitive,119,1,501.55,0,0.0,7,0
CUST00440,Discount Sensitive,64,1,325.03,1,0.0,5,0
CUST00441,At Risk,211,0,0.0,0,0.0,1,0
CUST00442,Loyal Customer,69,3,1148.99,0,0.0,2,0
CUST00443,At Risk,265,0,0.0,0,0.0,2,0
CUST00444,At Risk,232,0,0.0,0,0.0,1,1
CUST00445,Loyal Customer,26,1,1594.8,0,0.0,4,1
CUST00446,Dormant,26,1,521.16,0,0.0,9,0
CUST00447,Champion,36,6,2647.85,2,0.167,6,1
CUST00448,Discount Sensitive,136,1,678.51,0,0.0,11,3
CUST00449,At Risk,209,0,0.0,0,0.0,1,0
CUST00450,Dormant,44,1,862.9,0,0.0,5,0
